cn8,hs12
85493100,841311
85493100,841319
85493100,841320
85493100,841330
85493100,841340
85493100,841350
85493100,841360
85493100,841370
85493100,841381
85493100,841382
85493100,841391
85493100,841392
85493100,841410
85493100,841420
85493100,841430
85493100,841440
85493100,841451
85493100,841459
85493100,841460
85493100,841480
85493100,841490
85493100,841510
85493100,841520
85493100,841581
85493100,841582
85493100,841583
85493100,841590
85493100,841610
85493100,841620
85493100,841630
85493100,841690
85493100,841710
85493100,841720
85493100,841780
85493100,841790
85493100,841810
85493100,841821
85493100,841829
85493100,841830
85493100,841840
85493100,841850
85493100,841861
85493100,841869
85493100,841891
85493100,841899
85493100,841911
85493100,841919
85493100,841920
85493100,841931
85493100,841932
85493100,841939
85493100,841940
85493100,841950
85493100,841960
85493100,841981
85493100,841989
85493100,841990
85493100,842010
85493100,842091
85493100,842099
85493100,842111
85493100,842112
85493100,842119
85493100,842121
85493100,842122
85493100,842123
85493100,842129
85493100,842131
85493100,842139
85493100,842191
85493100,842199
85493100,842211
85493100,842219
85493100,842220
85493100,842230
85493100,842240
85493100,842290
85493100,842310
85493100,842320
85493100,842330
85493100,842381
85493100,842382
85493100,842389
85493100,842390
85493100,842410
85493100,842420
85493100,842430
85493100,842481
85493100,842489
85493100,842490
85493100,842511
85493100,842519
85493100,842531
85493100,842539
85493100,842541
85493100,842542
85493100,842549
85493100,842611
85493100,842612
85493100,842619
85493100,842620
85493100,842630
85493100,842641
85493100,842649
85493100,842691
85493100,842699
85493100,842710
85493100,842720
85493100,842790
85493100,842810
85493100,842820
85493100,842831
85493100,842832
85493100,842833
85493100,842839
85493100,842840
85493100,842860
85493100,842890
85493100,842911
85493100,842919
85493100,842920
85493100,842930
85493100,842940
85493100,842951
85493100,842952
85493100,842959
85493100,843010
85493100,843020
85493100,843031
85493100,843039
85493100,843041
85493100,843049
85493100,843050
85493100,843061
85493100,843069
85493100,843110
85493100,843120
85493100,843131
85493100,843139
85493100,843141
85493100,843142
85493100,843143
85493100,843149
85493100,843210
85493100,843221
85493100,843229
85493100,843230
85493100,843240
85493100,843280
85493100,843290
85493100,843311
85493100,843319
85493100,843320
85493100,843330
85493100,843340
85493100,843351
85493100,843352
85493100,843353
85493100,843359
85493100,843360
85493100,843390
85493100,843410
85493100,843420
85493100,843490
85493100,843510
85493100,843590
85493100,843610
85493100,843621
85493100,843629
85493100,843680
85493100,843691
85493100,843699
85493100,843710
85493100,843780
85493100,843790
85493100,843810
85493100,843820
85493100,843830
85493100,843840
85493100,843850
85493100,843860
85493100,843880
85493100,843890
85493100,843910
85493100,843920
85493100,843930
85493100,843991
85493100,843999
85493100,844010
85493100,844090
85493100,844110
85493100,844120
85493100,844130
85493100,844140
85493100,844180
85493100,844190
85493100,844230
85493100,844240
85493100,844250
85493100,844311
85493100,844312
85493100,844313
85493100,844314
85493100,844315
85493100,844316
85493100,844317
85493100,844319
85493100,844331
85493100,844332
85493100,844339
85493100,844391
85493100,844399
85493100,844400
85493100,844511
85493100,844512
85493100,844513
85493100,844519
85493100,844520
85493100,844530
85493100,844540
85493100,844590
85493100,844610
85493100,844621
85493100,844629
85493100,844630
85493100,844711
85493100,844712
85493100,844720
85493100,844790
85493100,844811
85493100,844819
85493100,844820
85493100,844831
85493100,844832
85493100,844833
85493100,844839
85493100,844842
85493100,844849
85493100,844851
85493100,844859
85493100,844900
85493100,845011
85493100,845012
85493100,845019
85493100,845020
85493100,845090
85493100,845110
85493100,845121
85493100,845129
85493100,845130
85493100,845140
85493100,845150
85493100,845180
85493100,845190
85493100,845210
85493100,845221
85493100,845229
85493100,845230
85493100,845290
85493100,845310
85493100,845320
85493100,845380
85493100,845390
85493100,845410
85493100,845420
85493100,845430
85493100,845490
85493100,845510
85493100,845521
85493100,845522
85493100,845530
85493100,845590
85493100,845610
85493100,845620
85493100,845630
85493100,845690
85493100,845710
85493100,845720
85493100,845730
85493100,845811
85493100,845819
85493100,845891
85493100,845899
85493100,845910
85493100,845921
85493100,845929
85493100,845931
85493100,845939
85493100,845940
85493100,845951
85493100,845959
85493100,845961
85493100,845969
85493100,845970
85493100,846011
85493100,846019
85493100,846021
85493100,846029
85493100,846031
85493100,846039
85493100,846040
85493100,846090
85493100,846120
85493100,846130
85493100,846140
85493100,846150
85493100,846190
85493100,846210
85493100,846221
85493100,846229
85493100,846231
85493100,846239
85493100,846241
85493100,846249
85493100,846291
85493100,846299
85493100,846310
85493100,846320
85493100,846330
85493100,846390
85493100,846410
85493100,846420
85493100,846490
85493100,846510
85493100,846591
85493100,846592
85493100,846593
85493100,846594
85493100,846595
85493100,846596
85493100,846599
85493100,846610
85493100,846620
85493100,846630
85493100,846691
85493100,846692
85493100,846693
85493100,846694
85493100,846711
85493100,846719
85493100,846721
85493100,846722
85493100,846729
85493100,846781
85493100,846789
85493100,846791
85493100,846792
85493100,846799
85493100,846810
85493100,846820
85493100,846880
85493100,846890
85493100,846900
85493100,847010
85493100,847021
85493100,847029
85493100,847030
85493100,847050
85493100,847090
85493100,847130
85493100,847141
85493100,847149
85493100,847150
85493100,847160
85493100,847170
85493100,847180
85493100,847190
85493100,847210
85493100,847230
85493100,847290
85493100,847310
85493100,847321
85493100,847329
85493100,847330
85493100,847340
85493100,847350
85493100,847410
85493100,847420
85493100,847431
85493100,847432
85493100,847439
85493100,847480
85493100,847490
85493100,847510
85493100,847521
85493100,847529
85493100,847590
85493100,847621
85493100,847629
85493100,847681
85493100,847689
85493100,847690
85493100,847710
85493100,847720
85493100,847730
85493100,847740
85493100,847751
85493100,847759
85493100,847780
85493100,847790
85493100,847810
85493100,847890
85493100,847910
85493100,847920
85493100,847930
85493100,847940
85493100,847950
85493100,847960
85493100,847971
85493100,847979
85493100,847981
85493100,847982
85493100,847989
85493100,847990
85493100,848010
85493100,848020
85493100,848030
85493100,848041
85493100,848049
85493100,848050
85493100,848060
85493100,848071
85493100,848079
85493100,848110
85493100,848120
85493100,848130
85493100,848140
85493100,848180
85493100,848190
85493100,848210
85493100,848220
85493100,848230
85493100,848240
85493100,848250
85493100,848280
85493100,848291
85493100,848299
85493100,848310
85493100,848320
85493100,848330
85493100,848340
85493100,848350
85493100,848360
85493100,848390
85493100,848410
85493100,848420
85493100,848490
85493100,848610
85493100,848620
85493100,848630
85493100,848640
85493100,848690
85493100,848710
85493100,848790
85493100,850110
85493100,850120
85493100,850131
85493100,850132
85493100,850133
85493100,850134
85493100,850140
85493100,850151
85493100,850152
85493100,850153
85493100,850161
85493100,850162
85493100,850163
85493100,850164
85493100,850211
85493100,850212
85493100,850213
85493100,850220
85493100,850231
85493100,850239
85493100,850240
85493100,850300
85493100,850410
85493100,850421
85493100,850422
85493100,850423
85493100,850431
85493100,850432
85493100,850433
85493100,850434
85493100,850440
85493100,850450
85493100,850490
85493100,850511
85493100,850519
85493100,850520
85493100,850590
85493100,850610
85493100,850630
85493100,850640
85493100,850650
85493100,850660
85493100,850680
85493100,850690
85493100,850710
85493100,850720
85493100,850730
85493100,850740
85493100,850750
85493100,850760
85493100,850780
85493100,850790
85493100,850811
85493100,850819
85493100,850860
85493100,850870
85493100,850940
85493100,850980
85493100,850990
85493100,851010
85493100,851020
85493100,851030
85493100,851090
85493100,851110
85493100,851120
85493100,851130
85493100,851140
85493100,851150
85493100,851180
85493100,851190
85493100,851210
85493100,851220
85493100,851230
85493100,851240
85493100,851290
85493100,851310
85493100,851390
85493100,851410
85493100,851420
85493100,851430
85493100,851440
85493100,851490
85493100,851511
85493100,851519
85493100,851521
85493100,851529
85493100,851531
85493100,851539
85493100,851580
85493100,851590
85493100,851610
85493100,851621
85493100,851629
85493100,851631
85493100,851632
85493100,851633
85493100,851640
85493100,851650
85493100,851660
85493100,851671
85493100,851672
85493100,851679
85493100,851680
85493100,851690
85493100,851711
85493100,851712
85493100,851718
85493100,851761
85493100,851762
85493100,851769
85493100,851770
85493100,851810
85493100,851821
85493100,851822
85493100,851829
85493100,851830
85493100,851840
85493100,851850
85493100,851890
85493100,851920
85493100,851930
85493100,851950
85493100,851981
85493100,851989
85493100,852110
85493100,852190
85493100,852210
85493100,852290
85493100,852321
85493100,852329
85493100,852341
85493100,852349
85493100,852351
85493100,852352
85493100,852359
85493100,852380
85493100,852550
85493100,852560
85493100,852580
85493100,852610
85493100,852691
85493100,852692
85493100,852712
85493100,852713
85493100,852719
85493100,852721
85493100,852729
85493100,852791
85493100,852792
85493100,852799
85493100,852841
85493100,852849
85493100,852851
85493100,852859
85493100,852861
85493100,852869
85493100,852871
85493100,852872
85493100,852873
85493100,852910
85493100,852990
85493100,853010
85493100,853080
85493100,853090
85493100,853110
85493100,853120
85493100,853180
85493100,853190
85493100,853210
85493100,853221
85493100,853222
85493100,853223
85493100,853224
85493100,853225
85493100,853229
85493100,853230
85493100,853290
85493100,853310
85493100,853321
85493100,853329
85493100,853331
85493100,853339
85493100,853340
85493100,853390
85493100,853400
85493100,853510
85493100,853521
85493100,853529
85493100,853530
85493100,853540
85493100,853590
85493100,853610
85493100,853620
85493100,853630
85493100,853641
85493100,853649
85493100,853650
85493100,853661
85493100,853669
85493100,853670
85493100,853690
85493100,853710
85493100,853720
85493100,853810
85493100,853890
85493100,853910
85493100,853921
85493100,853922
85493100,853929
85493100,853931
85493100,853932
85493100,853939
85493100,853941
85493100,853949
85493100,853990
85493100,854011
85493100,854012
85493100,854020
85493100,854040
85493100,854060
85493100,854071
85493100,854079
85493100,854081
85493100,854089
85493100,854091
85493100,854099
85493100,854110
85493100,854121
85493100,854129
85493100,854130
85493100,854140
85493100,854150
85493100,854160
85493100,854190
85493100,854231
85493100,854232
85493100,854233
85493100,854239
85493100,854290
85493100,854310
85493100,854320
85493100,854330
85493100,854370
85493100,854390
85493100,854411
85493100,854419
85493100,854420
85493100,854430
85493100,854442
85493100,854449
85493100,854460
85493100,854470
85493100,854511
85493100,854519
85493100,854520
85493100,854590
85493100,854610
85493100,854620
85493100,854690
85493100,854710
85493100,854720
85493100,854790
85493100,854810
85493100,854890
85493100,900110
85493100,900120
85493100,900130
85493100,900140
85493100,900150
85493100,900190
85493100,900211
85493100,900219
85493100,900220
85493100,900290
85493100,900311
85493100,900319
85493100,900390
85493100,900410
85493100,900490
85493100,900510
85493100,900580
85493100,900590
85493100,900610
85493100,900630
85493100,900640
85493100,900651
85493100,900652
85493100,900653
85493100,900659
85493100,900661
85493100,900669
85493100,900691
85493100,900699
85493100,900710
85493100,900720
85493100,900791
85493100,900792
85493100,900850
85493100,900890
85493100,901010
85493100,901050
85493100,901060
85493100,901090
85493100,901110
85493100,901120
85493100,901180
85493100,901190
85493100,901210
85493100,901290
85493100,901310
85493100,901320
85493100,901380
85493100,901390
85493100,901410
85493100,901420
85493100,901480
85493100,901490
85493100,901510
85493100,901520
85493100,901530
85493100,901540
85493100,901580
85493100,901590
85493100,901600
85493100,901710
85493100,901720
85493100,901730
85493100,901780
85493100,901790
85493100,901811
85493100,901812
85493100,901813
85493100,901814
85493100,901819
85493100,901820
85493100,901831
85493100,901832
85493100,901839
85493100,901841
85493100,901849
85493100,901850
85493100,901890
85493100,901910
85493100,901920
85493100,902000
85493100,902110
85493100,902121
85493100,902129
85493100,902131
85493100,902139
85493100,902140
85493100,902150
85493100,902190
85493100,902212
85493100,902213
85493100,902214
85493100,902219
85493100,902221
85493100,902229
85493100,902230
85493100,902290
85493100,902300
85493100,902410
85493100,902480
85493100,902490
85493100,902511
85493100,902519
85493100,902580
85493100,902590
85493100,902610
85493100,902620
85493100,902680
85493100,902690
85493100,902710
85493100,902720
85493100,902730
85493100,902750
85493100,902780
85493100,902790
85493100,902810
85493100,902820
85493100,902830
85493100,902890
85493100,902910
85493100,902920
85493100,902990
85493100,903010
85493100,903020
85493100,903031
85493100,903032
85493100,903033
85493100,903039
85493100,903040
85493100,903082
85493100,903084
85493100,903089
85493100,903090
85493100,903110
85493100,903120
85493100,903141
85493100,903149
85493100,903180
85493100,903190
85493100,903210
85493100,903220
85493100,903281
85493100,903289
85493100,903290
85493100,903300
85493100,910111
85493100,910119
85493100,910121
85493100,910129
85493100,910191
85493100,910199
85493100,910211
85493100,910212
85493100,910219
85493100,910221
85493100,910229
85493100,910291
85493100,910299
85493100,910310
85493100,910390
85493100,910400
85493100,910511
85493100,910519
85493100,910521
85493100,910529
85493100,910591
85493100,910599
85493100,910610
85493100,910690
85493100,910700
85493100,910811
85493100,910812
85493100,910819
85493100,910820
85493100,910890
85493100,910910
85493100,910990
85493100,911011
85493100,911012
85493100,911019
85493100,911090
85493100,911110
85493100,911120
85493100,911180
85493100,911190
85493100,911220
85493100,911290
85493100,911310
85493100,911320
85493100,911390
85493100,911410
85493100,911430
85493100,911440
85493100,911490
85493100,930510
85493100,930520
85493100,930591
85493100,930599
85493100,930621
85493100,930629
85493100,930630
85493100,930690
85493100,950300
85493100,950420
85493100,950430
85493100,950440
85493100,950450
85493100,950490
85493100,950510
85493100,950590
85493100,950611
85493100,950612
85493100,950619
85493100,950621
85493100,950629
85493100,950631
85493100,950632
85493100,950639
85493100,950640
85493100,950651
85493100,950659
85493100,950661
85493100,950662
85493100,950669
85493100,950670
85493100,950691
85493100,950699
85493100,950710
85493100,950720
85493100,950730
85493100,950790
85493100,950810
85493100,950890
85493900,382510
85493900,382520
85493900,382530
85493900,382541
85493900,382549
85493900,382550
85493900,382561
85493900,382569
85493900,382590
85493900,700100
85493900,711230
85493900,711291
85493900,711292
85493900,711299
85493900,840110
85493900,840120
85493900,840130
85493900,840140
85493900,840211
85493900,840212
85493900,840219
85493900,840220
85493900,840290
85493900,840310
85493900,840390
85493900,840410
85493900,840420
85493900,840490
85493900,840510
85493900,840590
85493900,840610
85493900,840681
85493900,840682
85493900,840690
85493900,840710
85493900,840721
85493900,840729
85493900,840731
85493900,840732
85493900,840733
85493900,840734
85493900,840790
85493900,840810
85493900,840820
85493900,840890
85493900,840910
85493900,840991
85493900,840999
85493900,841011
85493900,841012
85493900,841013
85493900,841090
85493900,841111
85493900,841112
85493900,841121
85493900,841122
85493900,841181
85493900,841182
85493900,841191
85493900,841199
85493900,841210
85493900,841221
85493900,841229
85493900,841231
85493900,841239
85493900,841280
85493900,841290
85493900,841311
85493900,841319
85493900,841320
85493900,841330
85493900,841340
85493900,841350
85493900,841360
85493900,841370
85493900,841381
85493900,841382
85493900,841391
85493900,841392
85493900,841410
85493900,841420
85493900,841430
85493900,841440
85493900,841451
85493900,841459
85493900,841460
85493900,841480
85493900,841490
85493900,841510
85493900,841520
85493900,841581
85493900,841582
85493900,841583
85493900,841590
85493900,841610
85493900,841620
85493900,841630
85493900,841690
85493900,841710
85493900,841720
85493900,841780
85493900,841790
85493900,841810
85493900,841821
85493900,841829
85493900,841830
85493900,841840
85493900,841850
85493900,841861
85493900,841869
85493900,841891
85493900,841899
85493900,841911
85493900,841919
85493900,841920
85493900,841931
85493900,841932
85493900,841939
85493900,841940
85493900,841950
85493900,841960
85493900,841981
85493900,841989
85493900,841990
85493900,842010
85493900,842091
85493900,842099
85493900,842111
85493900,842112
85493900,842119
85493900,842121
85493900,842122
85493900,842123
85493900,842129
85493900,842131
85493900,842139
85493900,842191
85493900,842199
85493900,842211
85493900,842219
85493900,842220
85493900,842230
85493900,842240
85493900,842290
85493900,842310
85493900,842320
85493900,842330
85493900,842381
85493900,842382
85493900,842389
85493900,842390
85493900,842410
85493900,842420
85493900,842430
85493900,842481
85493900,842489
85493900,842490
85493900,842511
85493900,842519
85493900,842531
85493900,842539
85493900,842541
85493900,842542
85493900,842549
85493900,842611
85493900,842612
85493900,842619
85493900,842620
85493900,842630
85493900,842641
85493900,842649
85493900,842691
85493900,842699
85493900,842710
85493900,842720
85493900,842790
85493900,842810
85493900,842820
85493900,842831
85493900,842832
85493900,842833
85493900,842839
85493900,842840
85493900,842860
85493900,842890
85493900,842911
85493900,842919
85493900,842920
85493900,842930
85493900,842940
85493900,842951
85493900,842952
85493900,842959
85493900,843010
85493900,843020
85493900,843031
85493900,843039
85493900,843041
85493900,843049
85493900,843050
85493900,843061
85493900,843069
85493900,843110
85493900,843120
85493900,843131
85493900,843139
85493900,843141
85493900,843142
85493900,843143
85493900,843149
85493900,843210
85493900,843221
85493900,843229
85493900,843230
85493900,843240
85493900,843280
85493900,843290
85493900,843311
85493900,843319
85493900,843320
85493900,843330
85493900,843340
85493900,843351
85493900,843352
85493900,843353
85493900,843359
85493900,843360
85493900,843390
85493900,843410
85493900,843420
85493900,843490
85493900,843510
85493900,843590
85493900,843610
85493900,843621
85493900,843629
85493900,843680
85493900,843691
85493900,843699
85493900,843710
85493900,843780
85493900,843790
85493900,843810
85493900,843820
85493900,843830
85493900,843840
85493900,843850
85493900,843860
85493900,843880
85493900,843890
85493900,843910
85493900,843920
85493900,843930
85493900,843991
85493900,843999
85493900,844010
85493900,844090
85493900,844110
85493900,844120
85493900,844130
85493900,844140
85493900,844180
85493900,844190
85493900,844230
85493900,844240
85493900,844250
85493900,844311
85493900,844312
85493900,844313
85493900,844314
85493900,844315
85493900,844316
85493900,844317
85493900,844319
85493900,844331
85493900,844332
85493900,844339
85493900,844391
85493900,844399
85493900,844400
85493900,844511
85493900,844512
85493900,844513
85493900,844519
85493900,844520
85493900,844530
85493900,844540
85493900,844590
85493900,844610
85493900,844621
85493900,844629
85493900,844630
85493900,844711
85493900,844712
85493900,844720
85493900,844790
85493900,844811
85493900,844819
85493900,844820
85493900,844831
85493900,844832
85493900,844833
85493900,844839
85493900,844842
85493900,844849
85493900,844851
85493900,844859
85493900,844900
85493900,845011
85493900,845012
85493900,845019
85493900,845020
85493900,845090
85493900,845110
85493900,845121
85493900,845129
85493900,845130
85493900,845140
85493900,845150
85493900,845180
85493900,845190
85493900,845210
85493900,845221
85493900,845229
85493900,845230
85493900,845290
85493900,845310
85493900,845320
85493900,845380
85493900,845390
85493900,845410
85493900,845420
85493900,845430
85493900,845490
85493900,845510
85493900,845521
85493900,845522
85493900,845530
85493900,845590
85493900,845610
85493900,845620
85493900,845630
85493900,845690
85493900,845710
85493900,845720
85493900,845730
85493900,845811
85493900,845819
85493900,845891
85493900,845899
85493900,845910
85493900,845921
85493900,845929
85493900,845931
85493900,845939
85493900,845940
85493900,845951
85493900,845959
85493900,845961
85493900,845969
85493900,845970
85493900,846011
85493900,846019
85493900,846021
85493900,846029
85493900,846031
85493900,846039
85493900,846040
85493900,846090
85493900,846120
85493900,846130
85493900,846140
85493900,846150
85493900,846190
85493900,846210
85493900,846221
85493900,846229
85493900,846231
85493900,846239
85493900,846241
85493900,846249
85493900,846291
85493900,846299
85493900,846310
85493900,846320
85493900,846330
85493900,846390
85493900,846410
85493900,846420
85493900,846490
85493900,846510
85493900,846591
85493900,846592
85493900,846593
85493900,846594
85493900,846595
85493900,846596
85493900,846599
85493900,846610
85493900,846620
85493900,846630
85493900,846691
85493900,846692
85493900,846693
85493900,846694
85493900,846711
85493900,846719
85493900,846721
85493900,846722
85493900,846729
85493900,846781
85493900,846789
85493900,846791
85493900,846792
85493900,846799
85493900,846810
85493900,846820
85493900,846880
85493900,846890
85493900,846900
85493900,847010
85493900,847021
85493900,847029
85493900,847030
85493900,847050
85493900,847090
85493900,847130
85493900,847141
85493900,847149
85493900,847150
85493900,847160
85493900,847170
85493900,847180
85493900,847190
85493900,847210
85493900,847230
85493900,847290
85493900,847310
85493900,847321
85493900,847329
85493900,847330
85493900,847340
85493900,847350
85493900,847410
85493900,847420
85493900,847431
85493900,847432
85493900,847439
85493900,847480
85493900,847490
85493900,847510
85493900,847521
85493900,847529
85493900,847590
85493900,847621
85493900,847629
85493900,847681
85493900,847689
85493900,847690
85493900,847710
85493900,847720
85493900,847730
85493900,847740
85493900,847751
85493900,847759
85493900,847780
85493900,847790
85493900,847810
85493900,847890
85493900,847910
85493900,847920
85493900,847930
85493900,847940
85493900,847950
85493900,847960
85493900,847971
85493900,847979
85493900,847981
85493900,847982
85493900,847989
85493900,847990
85493900,848010
85493900,848020
85493900,848030
85493900,848041
85493900,848049
85493900,848050
85493900,848060
85493900,848071
85493900,848079
85493900,848110
85493900,848120
85493900,848130
85493900,848140
85493900,848180
85493900,848190
85493900,848210
85493900,848220
85493900,848230
85493900,848240
85493900,848250
85493900,848280
85493900,848291
85493900,848299
85493900,848310
85493900,848320
85493900,848330
85493900,848340
85493900,848350
85493900,848360
85493900,848390
85493900,848410
85493900,848420
85493900,848490
85493900,848610
85493900,848620
85493900,848630
85493900,848640
85493900,848690
85493900,848710
85493900,848790
85493900,850110
85493900,850120
85493900,850131
85493900,850132
85493900,850133
85493900,850134
85493900,850140
85493900,850151
85493900,850152
85493900,850153
85493900,850161
85493900,850162
85493900,850163
85493900,850164
85493900,850211
85493900,850212
85493900,850213
85493900,850220
85493900,850231
85493900,850239
85493900,850240
85493900,850300
85493900,850410
85493900,850421
85493900,850422
85493900,850423
85493900,850431
85493900,850432
85493900,850433
85493900,850434
85493900,850440
85493900,850450
85493900,850490
85493900,850511
85493900,850519
85493900,850520
85493900,850590
85493900,850610
85493900,850630
85493900,850640
85493900,850650
85493900,850660
85493900,850680
85493900,850690
85493900,850710
85493900,850720
85493900,850730
85493900,850740
85493900,850750
85493900,850760
85493900,850780
85493900,850790
85493900,850811
85493900,850819
85493900,850860
85493900,850870
85493900,850940
85493900,850980
85493900,850990
85493900,851010
85493900,851020
85493900,851030
85493900,851090
85493900,851110
85493900,851120
85493900,851130
85493900,851140
85493900,851150
85493900,851180
85493900,851190
85493900,851210
85493900,851220
85493900,851230
85493900,851240
85493900,851290
85493900,851310
85493900,851390
85493900,851410
85493900,851420
85493900,851430
85493900,851440
85493900,851490
85493900,851511
85493900,851519
85493900,851521
85493900,851529
85493900,851531
85493900,851539
85493900,851580
85493900,851590
85493900,851610
85493900,851621
85493900,851629
85493900,851631
85493900,851632
85493900,851633
85493900,851640
85493900,851650
85493900,851660
85493900,851671
85493900,851672
85493900,851679
85493900,851680
85493900,851690
85493900,851711
85493900,851712
85493900,851718
85493900,851761
85493900,851762
85493900,851769
85493900,851770
85493900,851810
85493900,851821
85493900,851822
85493900,851829
85493900,851830
85493900,851840
85493900,851850
85493900,851890
85493900,851920
85493900,851930
85493900,851950
85493900,851981
85493900,851989
85493900,852110
85493900,852190
85493900,852210
85493900,852290
85493900,852321
85493900,852329
85493900,852341
85493900,852349
85493900,852351
85493900,852352
85493900,852359
85493900,852380
85493900,852550
85493900,852560
85493900,852580
85493900,852610
85493900,852691
85493900,852692
85493900,852712
85493900,852713
85493900,852719
85493900,852721
85493900,852729
85493900,852791
85493900,852792
85493900,852799
85493900,852841
85493900,852849
85493900,852851
85493900,852859
85493900,852861
85493900,852869
85493900,852871
85493900,852872
85493900,852873
85493900,852910
85493900,852990
85493900,853010
85493900,853080
85493900,853090
85493900,853110
85493900,853120
85493900,853180
85493900,853190
85493900,853210
85493900,853221
85493900,853222
85493900,853223
85493900,853224
85493900,853225
85493900,853229
85493900,853230
85493900,853290
85493900,853310
85493900,853321
85493900,853329
85493900,853331
85493900,853339
85493900,853340
85493900,853390
85493900,853400
85493900,853510
85493900,853521
85493900,853529
85493900,853530
85493900,853540
85493900,853590
85493900,853610
85493900,853620
85493900,853630
85493900,853641
85493900,853649
85493900,853650
85493900,853661
85493900,853669
85493900,853670
85493900,853690
85493900,853710
85493900,853720
85493900,853810
85493900,853890
85493900,853910
85493900,853921
85493900,853922
85493900,853929
85493900,853931
85493900,853932
85493900,853939
85493900,853941
85493900,853949
85493900,853990
85493900,854011
85493900,854012
85493900,854020
85493900,854040
85493900,854060
85493900,854071
85493900,854079
85493900,854081
85493900,854089
85493900,854091
85493900,854099
85493900,854110
85493900,854121
85493900,854129
85493900,854130
85493900,854140
85493900,854150
85493900,854160
85493900,854190
85493900,854231
85493900,854232
85493900,854233
85493900,854239
85493900,854290
85493900,854310
85493900,854320
85493900,854330
85493900,854370
85493900,854390
85493900,854411
85493900,854419
85493900,854420
85493900,854430
85493900,854442
85493900,854449
85493900,854460
85493900,854470
85493900,854511
85493900,854519
85493900,854520
85493900,854590
85493900,854610
85493900,854620
85493900,854690
85493900,854710
85493900,854720
85493900,854790
85493900,854810
85493900,854890
85493900,900110
85493900,900120
85493900,900130
85493900,900140
85493900,900150
85493900,900190
85493900,900211
85493900,900219
85493900,900220
85493900,900290
85493900,900311
85493900,900319
85493900,900390
85493900,900410
85493900,900490
85493900,900510
85493900,900580
85493900,900590
85493900,900610
85493900,900630
85493900,900640
85493900,900651
85493900,900652
85493900,900653
85493900,900659
85493900,900661
85493900,900669
85493900,900691
85493900,900699
85493900,900710
85493900,900720
85493900,900791
85493900,900792
85493900,900850
85493900,900890
85493900,901010
85493900,901050
85493900,901060
85493900,901090
85493900,901110
85493900,901120
85493900,901180
85493900,901190
85493900,901210
85493900,901290
85493900,901310
85493900,901320
85493900,901380
85493900,901390
85493900,901410
85493900,901420
85493900,901480
85493900,901490
85493900,901510
85493900,901520
85493900,901530
85493900,901540
85493900,901580
85493900,901590
85493900,901600
85493900,901710
85493900,901720
85493900,901730
85493900,901780
85493900,901790
85493900,901811
85493900,901812
85493900,901813
85493900,901814
85493900,901819
85493900,901820
85493900,901831
85493900,901832
85493900,901839
85493900,901841
85493900,901849
85493900,901850
85493900,901890
85493900,901910
85493900,901920
85493900,902000
85493900,902110
85493900,902121
85493900,902129
85493900,902131
85493900,902139
85493900,902140
85493900,902150
85493900,902190
85493900,902212
85493900,902213
85493900,902214
85493900,902219
85493900,902221
85493900,902229
85493900,902230
85493900,902290
85493900,902300
85493900,902410
85493900,902480
85493900,902490
85493900,902511
85493900,902519
85493900,902580
85493900,902590
85493900,902610
85493900,902620
85493900,902680
85493900,902690
85493900,902710
85493900,902720
85493900,902730
85493900,902750
85493900,902780
85493900,902790
85493900,902810
85493900,902820
85493900,902830
85493900,902890
85493900,902910
85493900,902920
85493900,902990
85493900,903010
85493900,903020
85493900,903031
85493900,903032
85493900,903033
85493900,903039
85493900,903040
85493900,903082
85493900,903084
85493900,903089
85493900,903090
85493900,903110
85493900,903120
85493900,903141
85493900,903149
85493900,903180
85493900,903190
85493900,903210
85493900,903220
85493900,903281
85493900,903289
85493900,903290
85493900,903300
85493900,910111
85493900,910119
85493900,910121
85493900,910129
85493900,910191
85493900,910199
85493900,910211
85493900,910212
85493900,910219
85493900,910221
85493900,910229
85493900,910291
85493900,910299
85493900,910310
85493900,910390
85493900,910400
85493900,910511
85493900,910519
85493900,910521
85493900,910529
85493900,910591
85493900,910599
85493900,910610
85493900,910690
85493900,910700
85493900,910811
85493900,910812
85493900,910819
85493900,910820
85493900,910890
85493900,910910
85493900,910990
85493900,911011
85493900,911012
85493900,911019
85493900,911090
85493900,911110
85493900,911120
85493900,911180
85493900,911190
85493900,911220
85493900,911290
85493900,911310
85493900,911320
85493900,911390
85493900,911410
85493900,911430
85493900,911440
85493900,911490
85493900,930510
85493900,930520
85493900,930591
85493900,930599
85493900,930621
85493900,930629
85493900,930630
85493900,930690
85493900,950300
85493900,950420
85493900,950430
85493900,950440
85493900,950450
85493900,950490
85493900,950510
85493900,950590
85493900,950611
85493900,950612
85493900,950619
85493900,950621
85493900,950629
85493900,950631
85493900,950632
85493900,950639
85493900,950640
85493900,950651
85493900,950659
85493900,950661
85493900,950662
85493900,950669
85493900,950670
85493900,950691
85493900,950699
85493900,950710
85493900,950720
85493900,950730
85493900,950790
85493900,950810
85493900,950890
85499100,382510
85499100,382520
85499100,382530
85499100,382541
85499100,382549
85499100,382550
85499100,382561
85499100,382569
85499100,382590
85499100,700100
85499100,711230
85499100,711291
85499100,711292
85499100,711299
85499100,840110
85499100,840120
85499100,840130
85499100,840140
85499100,840211
85499100,840212
85499100,840219
85499100,840220
85499100,840290
85499100,840310
85499100,840390
85499100,840410
85499100,840420
85499100,840490
85499100,840510
